qd6_libre_amarillo_chillon
Integration time [ms]:  500,00
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1412150E1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 470,85; 1817,000; 1232,000;    0,000
 471,13; 1361,000;  777,000;    0,000
 471,41; 1450,000;  791,000;    0,000
 471,70; 1663,000; 1107,000;    0,000
 471,98; 2532,000; 1945,000;    0,000
 472,26; 1634,000; 1105,000;    0,000
 472,55; 1284,000;  649,000;    0,000
 472,83; 1491,000;  919,000;    0,000
 473,11; 1869,000; 1236,000;    0,000
 473,40; 1634,000; 1188,000;    0,000
 473,68; 2045,000; 1407,000;    0,000
 473,96; 1762,000; 1298,000;    0,000
 474,25; 1553,000;  930,000;    0,000
 474,53; 1390,000;  845,000;    0,000
 474,81; 1699,000; 1171,000;    0,000
 475,10; 1782,000; 1097,000;    0,000
 475,38; 1911,000; 1476,000;    0,000
 475,66; 1366,000; 1098,000;    0,000
 475,94; 1837,000; 1195,000;    0,000
 476,23; 2627,000; 1903,000;    0,000
 476,51; 1707,000; 1219,000;    0,000
 476,79; 1477,000;  937,000;    0,000
 477,08; 1903,000; 1346,000;    0,000
 477,36; 1780,000; 1097,000;    0,000
 477,64; 1985,000; 1162,000;    0,000
 477,92; 1877,000; 1203,000;    0,000
 478,21; 1702,000;  647,000;    0,000
 478,49; 2239,000; 1564,000;    0,000
 478,77; 1764,000;  985,000;    0,000
 479,06; 1588,000; 1000,000;    0,000
 479,34; 1640,000;  918,000;    0,000
 479,62; 1757,000; 1015,000;    0,000
 479,90; 1797,000; 1047,000;    0,000
 480,19; 1964,000; 1490,000;    0,000
 480,47; 1676,000; 1039,000;    0,000
 480,75; 1476,000;  984,000;    0,000
 481,03; 1690,000; 1256,000;    0,000
 481,32; 1736,000; 1199,000;    0,000
 481,60; 1774,000; 1018,000;    0,000
 481,88; 1874,000; 1195,000;    0,000
 482,16; 2044,000;  869,000;    0,000
 482,45; 1559,000;  675,000;    0,000
 482,73; 2098,000; 1188,000;    0,000
 483,01; 2359,000; 1472,000;    0,000
 483,29; 1751,000; 1062,000;    0,000
 483,58; 2576,000; 1904,000;    0,000
 483,86; 2087,000; 1244,000;    0,000
 484,14; 1813,000; 1077,000;    0,000
 484,42; 1873,000; 1037,000;    0,000
 484,71; 1893,000; 1262,000;    0,000
 484,99; 1918,000; 1169,000;    0,000
 485,27; 1689,000;  885,000;    0,000
 485,55; 1972,000; 1219,000;    0,000
 485,83; 1634,000; 1028,000;    0,000
 486,12; 1698,000; 1034,000;    0,000
 486,40; 2039,000; 1328,000;    0,000
 486,68; 1942,000; 1407,000;    0,000
 486,96; 1574,000;  969,000;    0,000
 487,24; 1661,000;  967,000;    0,000
 487,53; 1447,000;  886,000;    0,000
 487,81; 2105,000; 1263,000;    0,000
 488,09; 1803,000; 1023,000;    0,000
 488,37; 2343,000; 1573,000;    0,000
 488,65; 1870,000; 1241,000;    0,000
 488,94; 2047,000; 1244,000;    0,000
 489,22; 1828,000; 1003,000;    0,000
 489,50; 2087,000; 1590,000;    0,000
 489,78; 1733,000; 1072,000;    0,000
 490,06; 1951,000; 1185,000;    0,000
 490,34; 1393,000;  807,000;    0,000
 490,63; 1762,000; 1068,000;    0,000
 490,91; 1273,000;  798,000;    0,000
 491,19; 1656,000; 1047,000;    0,000
 491,47; 1823,000; 1022,000;    0,000
